,Address,Address Latitude,Address Longitude,Venue,Venue Distance,Venue Latitude,Venue Longitude,Venue Category
15,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,&Company Resto Bar,171,43.590907786527076,-79.63611163775386,Lounge
16,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Square One Shopping Centre,886,43.593169085843726,-79.64449346060064,Shopping Mall
17,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Uniqlo,959,43.592343,-79.645699,Clothing Store
18,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Chipotle Mexican Grill,692,43.59474,-79.64068,Mexican Restaurant
19,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,La Carnita,978,43.592401,-79.64593,Mexican Restaurant
20,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Living Arts Centre,938,43.5897345022727,-79.64551552231866,Performing Arts Venue
21,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Crate & Barrel,1045,43.59682732,-79.64398644,Furniture / Home Store
22,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Tim Hortons / Esso,493,43.58926588583,-79.6282558143139,Coffee Shop
23,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Roman Zaman Damascene Cuisine Inc,892,43.5833074328336,-79.63775265661567,Middle Eastern Restaurant
24,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Second Cup,996,43.58826982840481,-79.64581302574288,Café
25,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Panera Bread,969,43.5968448,-79.6426951,Bakery
26,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Bier Markt,512,43.59387550186755,-79.63877039867766,Bar
27,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,La Maison Simons,845,43.59414892910275,-79.6434259056684,Clothing Store
28,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Lions Farmers Market (Sundays),954,43.59873010656955,-79.63862657546997,Farmers Market
29,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Jimmy The Greek,697,43.59304953136389,-79.6420857003484,Greek Restaurant
30,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Alioli Ristorante,1024,43.5852,-79.644006,Italian Restaurant
31,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Holt Renfrew,689,43.59155366748364,-79.64247366074301,Department Store
32,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Mississauga Valley Park,986,43.596026195380325,-79.62405681610107,Park
33,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Caffé Demetre,173,43.5901532552271,-79.6359050636052,Dessert Shop
34,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Sora Sushi Bar,931,43.58356203775877,-79.63965990034274,Sushi Restaurant
35,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,lululemon athletica,752,43.5925317,-79.6430179,Clothing Store
36,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Basil Box,698,43.59358557290057,-79.64177014720548,Asian Restaurant
37,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,LCBO,1009,43.59710877020629,-79.64304089447926,Liquor Store
38,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Starbucks,193,43.592339,-79.635209,Coffee Shop
39,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,DAVIDsTEA,853,43.593690042093286,-79.64380972772473,Tea Room
40,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Aroma Espresso Bar,925,43.593453274982316,-79.64487439452654,Coffee Shop
41,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Tilted Kilt,176,43.59051933611272,-79.63612575017096,Sports Bar
42,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Wholesale Club,972,43.582796,-79.638674,Grocery Store
43,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,SEPHORA,739,43.593295,-79.642503,Cosmetics Shop
44,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,LUSH,757,43.59199400000001,-79.643239,Cosmetics Shop
45,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Apple Square One,730,43.593082,-79.642494,Electronics Store
46,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Indigo,1049,43.59758,-79.6431,Bookstore
47,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Union Burger,1119,43.58984561151907,-79.64779302321527,Burger Joint
48,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Coles,663,43.5931619280217,-79.64155923821221,Bookstore
49,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Szechuan Express,683,43.59327434582787,-79.64176466439996,Chinese Restaurant
50,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Tim Hortons,485,43.5907571,-79.6400061,Coffee Shop
51,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Michel's Baguette,643,43.59312939757764,-79.64131574912177,Bakery
52,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Thai Express,729,43.593078,-79.642491,Restaurant
53,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Starbucks,1174,43.586461,-79.647224,Coffee Shop
54,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,The Host,663,43.595651151634414,-79.63884776453129,Indian Restaurant
55,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Booster Juice,846,43.59321941,-79.64394918,Juice Bar
56,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,RBC Royal Bank,630,43.59489674650856,-79.63945232687806,Bank
57,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Boston Pizza,934,43.5966945509828,-79.64229553985447,Pizza Place
58,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Starbucks,758,43.592752,-79.643015,Coffee Shop
59,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Haze Lounge,1102,43.59969368916013,-79.64013625634729,Comfort Food Restaurant
60,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Earls Restaurant & Bar,607,43.593094797915526,-79.6408454006124,Bar
61,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,YMCA Mississauga,934,43.58685685639638,-79.64418411254883,College Gym
62,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Square One Food Central,695,43.59310615319102,-79.64201766706253,Food Court
63,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Dollarama,757,43.592004,-79.643242,Discount Store
64,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Tim Hortons,615,43.593501,-79.640677,Coffee Shop
65,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Anjappar,1113,43.59930505865643,-79.64135524546754,Indian Restaurant
66,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Whole Foods Market,1016,43.59562138547024,-79.6447310073542,Grocery Store
67,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Microsoft Store,773,43.592610390948415,-79.64326404969411,Electronics Store
68,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,TD Canada Trust,642,43.59340434444184,-79.64113042824164,Bank
69,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Tim Hortons,849,43.58388378778693,-79.63827828186365,Coffee Shop
70,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Subway,153,43.590415969104576,-79.63579416275024,Sandwich Place
71,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Kinton Ramen,1115,43.5854808,-79.6456631,Ramen Restaurant
72,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Petro-Canada,253,43.592942,-79.6352,Gas Station
73,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Celebration Square Coliseum,839,43.58720560158025,-79.64309518602711,Performing Arts Venue
74,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,H&M,859,43.5919456,-79.6445293,Clothing Store
75,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Hudson's Bay,720,43.593334,-79.642227,Department Store
76,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Foodie North 北食客,860,43.5834037964486,-79.63685789161734,Chinese Restaurant
77,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Absolute Club House,459,43.59495792443401,-79.63449965419032,Gym / Fitness Center
78,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Reds,825,43.593851190847936,-79.64334250766093,Restaurant
79,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,RBC Royal Bank,1152,43.58613,-79.6467,Bank
80,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Subway,600,43.592278193931534,-79.62680391892678,Sandwich Place
81,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Starbucks,1032,43.591019,-79.646789,Coffee Shop
82,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Wally's Family Restaurant,403,43.5892884071877,-79.62945715066625,Diner
83,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Shoppers Drug Mart,642,43.591528,-79.626062,Pharmacy
84,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Starbucks,1142,43.593947,-79.647483,Coffee Shop
85,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Tim Hortons,824,43.597885101848966,-79.6371806866955,Coffee Shop
86,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Subway,886,43.58383702999934,-79.63920780954828,Sandwich Place
87,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Mississauga Valley Community Centre,1027,43.59691805171095,-79.62438797949284,Gym / Fitness Center
88,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,C Cafe,839,43.58714824841301,-79.64304861584856,Café
89,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,TD Canada Trust,631,43.59241010701755,-79.62645202875137,Bank
90,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Seoul House,171,43.59158457706191,-79.63584357209672,Korean Restaurant
91,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Avis Car Rental,224,43.592312,-79.635889,Rental Car Location
92,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Metro,652,43.59213322965368,-79.62608098983594,Supermarket
93,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Country Style  Bistro Cafeteria,501,43.59514424844149,-79.63583755663727,Coffee Shop
94,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Pizza Pizza,604,43.59185437697642,-79.6266077683441,Pizza Place
95,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Popeyes Louisiana Kitchen,887,43.58330290868851,-79.63755831814618,Fried Chicken Joint
96,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Quik Chik,754,43.58728576108136,-79.62601667173685,Fried Chicken Joint
97,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Town & Country 24 Hours,665,43.587581802351934,-79.64089837693817,Deli / Bodega
98,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Iona Square,601,43.592122533738504,-79.62672584024622,Plaza
99,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Ovation Fitness Centre,631,43.5872088365489,-79.63999507147328,Gym / Fitness Center
100,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Town & Country Market,745,43.587208556587655,-79.62621330349526,Grocery Store
101,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Parkway West Plaza,761,43.58459208055987,-79.6377947952881,Shopping Mall
102,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Dairy Queen,892,43.5837478,-79.6391317,Ice Cream Shop
103,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Great Expectations,841,43.58726857305149,-79.64317334278603,Performing Arts Venue
104,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Golden China (Ming's),858,43.583477426163235,-79.63710590360311,Chinese Restaurant
105,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Stonebrook Park,863,43.58980984687451,-79.62337017059326,Park
106,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Mississauga Valley Football Field,879,43.595956265030864,-79.62565541267395,Football Stadium
107,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,The Alley,924,43.583014,-79.637783,Bubble Tea Shop
108,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Cooksville Creek Trail,951,43.5911153333236,-79.62218999862671,Trail
109,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,Spence Diamonds,962,43.59722492312546,-79.6420436016009,Jewelry Store
110,"#312 - 156 ENFIELD PL Mississauga, ON",43.590847,-79.63398000000001,PROPHIX Software Inc,994,43.5854782,-79.643833,Electronics Store
111,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Anjappar Authentic Chettinadu Restaurant,378,43.741592093369114,-79.22679861121233,Indian Restaurant
112,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,The Butcher Shop,836,43.73786720022292,-79.2174198491369,Butcher
113,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,GoodLife Fitness Scarborough Kingston and Eglinton,719,43.741417,-79.215242,Gym
114,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Starbucks,581,43.742814,-79.216416,Coffee Shop
115,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Tim Hortons,890,43.73704693152706,-79.21794354915619,Coffee Shop
116,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Dairy Queen,1190,43.73950592131142,-79.23689366388604,Ice Cream Shop
117,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Starbucks,955,43.74159080489875,-79.21205086785514,Coffee Shop
118,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Popeyes Louisiana Kitchen,846,43.737936534983675,-79.21707580115255,Fried Chicken Joint
119,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,The Beer Store,426,43.7433482,-79.2182321,Beer Store
120,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Walmart,165,43.7424997701529,-79.22347479072856,Big Box Store
121,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Subway,210,43.742173559826774,-79.22419309616089,Sandwich Place
122,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Tim Hortons,601,43.74418107087957,-79.21598687767982,Coffee Shop
123,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,McDonald's,196,43.742234,-79.22377,Fast Food Restaurant
124,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Dairy Queen,1193,43.7395802,-79.2369911,Ice Cream Shop
125,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Pizza Pizza,731,43.738855980896524,-79.21777725219727,Pizza Place
126,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,McDonald's,679,43.743260826143874,-79.21506393214176,Fast Food Restaurant
127,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Metro Pharmacy,550,43.742951088631926,-79.21676599653438,Pharmacy
128,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Swiss Chalet,851,43.740393078236075,-79.23280219143186,Restaurant
129,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Comfort Inn,1135,43.733798590833295,-79.2229269837515,Hotel
130,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Halibut House Fish and Chips Inc.,870,43.737541,-79.217342,Seafood Restaurant
131,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Eglinton GO Station,855,43.739701465456726,-79.23228116650037,Train Station
132,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Cedarbrook Park,1124,43.75367717164613,-79.22742364776057,Park
133,"137 CONN SMYTHE DR Toronto, ON",43.743988,-79.223457,Phoenix Pan Asian Cuisine,1135,43.74613,-79.209647,Chinese Restaurant
134,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Toronto Pan Am Sports Centre,442,43.79062336247366,-79.19386919338744,Athletics & Sports
135,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Morningside Park,791,43.786545739068686,-79.20532166956865,Park
136,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Popeyes Louisiana Kitchen,359,43.79004934105916,-79.19524795280122,Fried Chicken Joint
137,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Petro-Canada,209,43.784984,-79.194923,Gas Station
138,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Starbucks,723,43.783821,-79.18749,Coffee Shop
139,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Food Basics,729,43.78418291265754,-79.20378863812857,Supermarket
140,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Subway,799,43.78400297367862,-79.20462770109486,Sandwich Place
141,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,The Beer Store,823,43.7839039,-79.2048998,Beer Store
142,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Dollarama,696,43.783187,-79.202538,Discount Store
143,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Tim Hortons,1070,43.7806719,-79.2057164,Coffee Shop
144,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Shoppers Drug Mart,1032,43.780599,-79.205009,Pharmacy
145,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Wendy’s,818,43.78327147889442,-79.20439302921295,Fast Food Restaurant
146,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Rex's Den Restaurant,713,43.785007312791244,-79.186963783728,Burger Joint
147,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Osmow's,355,43.790016174316406,-79.195556640625,Mediterranean Restaurant
148,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Fossil & Haggis,364,43.7900971625759,-79.19547250200365,Pub
149,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Tim Hortons,819,43.7832509827786,-79.2044010758399,Coffee Shop
150,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Tim Hortons,788,43.78362969618767,-79.18671578471051,Coffee Shop
151,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,CIBC Pan Am/Parapan Am Aquatics Centre & Field House,421,43.790494362151826,-79.19417982016815,Athletics & Sports
152,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Tam Heather Curling & Tennis Club,525,43.790609,-79.199389,Curling Ice
153,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,UTSC Gym,738,43.78488031811189,-79.18669214543897,Gym
154,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Seven Oaks Park,792,43.78654962830697,-79.20533328583764,Park
155,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Daisy Mart,805,43.78371114552573,-79.20453155788482,Convenience Store
156,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Highland Fish & Chips,955,43.787587363000185,-79.18364200221102,Fish & Chips Shop
157,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Brooks Road Park,1045,43.79270368508404,-79.20561679935639,Park
158,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,La Prep,1047,43.7804278557511,-79.20504939039861,Café
159,"#2010 - 100 MORNELLE CRT Toronto, ON",43.786823,-79.19548,Seven Oaks Tennis Club,1127,43.78738220832304,-79.20948941203423,Tennis Court
160,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Cafe Bon Bon,46,43.84499990215695,-79.38451945781708,Dessert Shop
161,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Northern Dumpling Kitchen 興隆軒,33,43.84516543041846,-79.38354880668449,Dumpling Restaurant
162,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Duo Pâtisserie and Café,529,43.8438170131096,-79.3776093954961,Dessert Shop
163,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Holiday Inn Express & Suites Toronto - Markham,477,43.84920859713074,-79.38225607429541,Hotel
164,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Congee Queen 皇后名粥,512,43.843542728550325,-79.37794932781567,Cantonese Restaurant
165,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Shinta Japanese BBQ,360,43.84358467450822,-79.38793005931524,Japanese Restaurant
166,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Tim Hortons,620,43.8421145568159,-79.3904833495616,Coffee Shop
167,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Chinese Dumpling House 真東北餃子館,369,43.84235349931386,-79.38655129417577,Dumpling Restaurant
168,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Residence Inn Toronto Markham,507,43.84179535575809,-79.3796056509018,Hotel
169,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Jim Chai Kee Noodle 沾仔記麵食,317,43.844374064560846,-79.38778102397919,Hong Kong Restaurant
170,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Touro Churrascaria | Brazilian Steakhouse & Wine Bar,641,43.847030782927995,-79.37643224386379,Brazilian Restaurant
171,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,The Golf Lounge,504,43.846807582486875,-79.37814116477966,Lounge
172,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Deer Garden 鹿園魚湯米線,115,43.84411298251976,-79.38441578425238,Noodle House
173,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Adrak,161,43.844004,-79.385287,Indian Restaurant
174,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,漁膳房 Yu Seafood,276,43.84436244791212,-79.38725136441128,Dim Sum Restaurant
175,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,The Keg Steakhouse + Bar - Richmond Hill,748,43.84818973317994,-79.37567750075306,Restaurant
176,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Chatime Bubble Tea 日出茶太,373,43.84255877658683,-79.38699458033915,Bubble Tea Shop
177,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,TenRen's Tea Time 喫茶新饌,667,43.8421431738882,-79.39118955238341,Bubble Tea Shop
178,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,The Alley 斜角巷,374,43.84247483663268,-79.38688064642402,Bubble Tea Shop
179,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,KINTON RAMEN,429,43.8426064,-79.3880479,Ramen Restaurant
180,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Popeyes Louisiana Kitchen,664,43.84190398340426,-79.39094490946214,Fried Chicken Joint
181,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Bamiyan Kabob,879,43.848210976434935,-79.37389296799194,Middle Eastern Restaurant
182,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Gourmet Vegetarian Restaurant,375,43.84405626850583,-79.38841156684383,Vegetarian / Vegan Restaurant
183,"#235 - 550 HIGHWAY 7 E Richmond Hill, ON",43.845096999999996,-79.383957,Tastee Foods,349,43.848127637758466,-79.3828388568038,Bakery
