,Address,Address Latitude,Address Longitude,Venue,Venue Distance,Venue Latitude,Venue Longitude,Venue Category
126,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,City Betty,442,43.6824,-79.32873,American Restaurant
127,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Al Mandi Restaurant مطعم المندي,463,43.682225048864694,-79.32933205287013,Middle Eastern Restaurant
128,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Pomarosa Coffee & Kitchen,431,43.683201,-79.325849,Coffee Shop
129,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Patisserie La Cigogne,456,43.68251423565178,-79.3270197375558,Dessert Shop
130,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Sauce,441,43.682442435191675,-79.32817098692705,Bar
131,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Sala Modern Thai Kitchen & Bar,520,43.68188522065964,-79.33072046699459,Thai Restaurant
132,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Local 1794,839,43.68449709157893,-79.31881714249617,Gastropub
133,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Monarch Park,884,43.678719042549886,-79.32595669855687,Park
134,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Monarch Park Stadium,996,43.6781436961028,-79.3240380491706,Soccer Field
135,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,The Only Cafe,981,43.680408988135255,-79.33789819168385,Beer Bar
136,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Sugar Moon Salon,474,43.68299142384825,-79.3253279699731,Cosmetics Shop
137,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Royal Beef,1127,43.685325126021965,-79.31498171235116,Butcher
138,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Knuckle Sandwich,1093,43.69619422287059,-79.32874899594155,Sandwich Place
139,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Last Drop Cafe,360,43.688829532311495,-79.32600210968185,Coffee Shop
140,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,efes bar&grill,1020,43.68024174920371,-79.33834598691139,Gastropub
141,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Sakawa Coffee,1134,43.679906,-79.339807,Café
142,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,The Shore Leave,802,43.68419953532027,-79.3194130752355,Cocktail Bar
143,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,East Lynn Park,1140,43.684055,-79.315113,Playground
144,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Danforth Pizza House,1052,43.680182909379766,-79.33879474268964,Pizza Place
145,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Motorama Restaurant,1156,43.67984859470629,-79.34010109351141,Diner
146,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Sarah's Cafe and Bar,426,43.68275163058117,-79.32720775208479,Café
147,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Lalibela,575,43.6817099,-79.33199890000003,Ethiopian Restaurant
148,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Danforth Dragon Restaurant,1143,43.6798113424494,-79.339838432929,Asian Restaurant
149,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Mon K Patisserie,1175,43.696922,-79.32952,Pastry Shop
150,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Danforth Bowl,515,43.68334594114471,-79.32408028593562,Bowling Alley
151,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Ha gow Dim Sum House,961,43.68044093157399,-79.33759006459042,Dim Sum Restaurant
152,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Wazema Ethiopian Restaurant,461,43.68223421,-79.328562,Ethiopian Restaurant
153,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Tips Nail Bar,1171,43.67982572188027,-79.34030209156394,Nail Salon
154,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Hot Pot Cafe,450,43.68233730294754,-79.32922450710925,Café
155,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Forth Avenue,851,43.684532107264545,-79.3186501033142,Gastropub
156,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,The Only Backpacker's Inn,971,43.68054059417574,-79.33788920444185,Hostel
157,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Square Boy,1114,43.67994925367467,-79.33953984481623,Burger Joint
158,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Lickadee Split,1082,43.696096,-79.32872089769886,Ice Cream Shop
159,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,The One in the Only,978,43.68043256568149,-79.33788077683231,Café
160,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Marvel Coffee Company,936,43.68071553476836,-79.33752594265454,Coffee Shop
161,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,The Dylan Bar,499,43.682025,-79.330434,Beer Bar
162,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Gerrard Spaghetti & Pizza House,492,43.68315430714454,-79.32472274382036,Pizza Place
163,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Starbucks,1107,43.680167,-79.339669,Coffee Shop
164,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Retro Burger,659,43.68388108900522,-79.32148429143008,Burger Joint
165,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Little Coxwell Restaurant,1091,43.69618013437164,-79.32895810683836,Thai Restaurant
166,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Celena's Bakery,1192,43.685392752671284,-79.31416165735217,Bakery
167,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Linsmore Tavern,476,43.68215568142026,-79.32989781807214,Karaoke Bar
168,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Starbucks,1173,43.67985,-79.34037,Coffee Shop
169,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Subway,515,43.68351439843674,-79.32387709429145,Sandwich Place
170,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Subway,511,43.690022578980425,-79.32505418718068,Sandwich Place
171,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,A&W,592,43.68164,-79.332268,Fast Food Restaurant
172,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,LCBO,1152,43.696727727141244,-79.32887501443471,Liquor Store
173,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Tim Hortons,569,43.68143587026167,-79.33074116706848,Coffee Shop
174,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Sunset Grill,551,43.68363044666721,-79.32321153587844,Breakfast Spot
175,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,El Sol Mexican Gallery Restaurant,445,43.68280647380088,-79.3264150533403,Mexican Restaurant
176,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Carter's Ice Cream,1097,43.68545903393302,-79.31534821599264,Ice Cream Shop
177,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,The Beer Store,673,43.6810694,-79.3329383,Beer Store
178,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Remarks Bar & Grill,1152,43.69672636882905,-79.32921883994901,Pub
179,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Gourmet Gringos,1200,43.67559072380372,-79.32898810710465,Food Truck
180,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Pizza Hut,1114,43.696383,-79.328778,Pizza Place
181,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Seb's Cappuccino,1043,43.684974853747605,-79.31610439784015,Café
182,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,TD Canada Trust,671,43.6841168,-79.3211826,Bank
183,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Shoppers Drug Mart,599,43.683956,-79.322268,Pharmacy
184,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Makkah Restaurant,889,43.68064246148289,-79.33661277260781,Restaurant
185,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,TKO's Sports Pub,553,43.68359202350455,-79.32321668866439,Bar
186,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Jerry's Supermarket,432,43.682590307534674,-79.32770156835196,Grocery Store
187,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Circus Books and Music,1150,43.67989378109307,-79.34004865464084,Bookstore
188,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Starbucks,1080,43.69608,-79.32903,Coffee Shop
189,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Bomb Wellness,460,43.68223843183621,-79.32881205703922,Gym / Fitness Center
190,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,LCBO,678,43.681198423290475,-79.33336927551963,Liquor Store
191,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Panzerotto Pizza,563,43.689695011334784,-79.32362943410871,Pizza Place
192,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,Tim Hortons,600,43.6837932,-79.3223737,Coffee Shop
193,"254A Monarch Park Ave Toronto, ON",43.686375,-79.328918,TTC Danforth Division,608,43.68335525233935,-79.32261120198943,Bus Station
